global_step,episode,step,timestamp,elapsed_time,worker_id,environment,device,obs_space_shape,action_space_type,action_space_size,system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,gpu_memory_gb,gpu_memory_max_gb,step_reward,step_action,step_log_prob,step_obs_mean,step_obs_std,step_obs_max,step_obs_min,action_selection_time,env_step_time,cumulative_reward
0,0,0,1752712455.9535298,2.4947669506073,3,CartPole-v1,cuda:0,"(4,)",<class 'gym.spaces.discrete.Discrete'>,2.0,73.7,70.2,18.652301788330078,225.82836151123047,0.0005035400390625,0.0005035400390625,,,,,,,,,,
1,0,1,1752712456.6430907,3.1843276023864746,3,,,,,,100.0,74.2,16.132247924804688,225.82831954956055,0.008440017700195312,0.009417057037353516,1.0,0.0,-0.7108022570610046,0.049041785299777985,0.2628111243247986,0.36971431970596313,-0.23288968205451965,0.6521213054656982,0.0009260177612304688,1.0
2,0,2,1752712456.6506727,3.1919095516204834,3,,,,,,100.0,74.2,16.116146087646484,225.82831954956055,0.008441448211669922,0.009418487548828125,1.0,1.0,-0.7129096388816833,0.05496968328952789,0.3255878686904907,0.37959739565849304,-0.23346145451068878,0.0017495155334472656,0.0006213188171386719,2.0
3,0,3,1752712456.6587427,3.199979782104492,3,,,,,,100.0,74.2,16.10220718383789,225.82831573486328,0.008442878723144531,0.009419918060302734,1.0,0.0,-0.7003995776176453,0.06596313416957855,0.30757036805152893,0.45065978169441223,-0.2777222990989685,0.0017094612121582031,0.0009605884552001953,3.0
4,0,4,1752712456.6669827,3.208219528198242,3,,,,,,100.0,74.3,16.05774688720703,225.82831192016602,0.00844430923461914,0.009421348571777344,1.0,0.0,-0.6640744209289551,0.0739034041762352,0.3778834044933319,0.4661318063735962,-0.2785765528678894,0.0017924308776855469,0.0003235340118408203,4.0
5,0,5,1752712456.6757195,3.216956377029419,3,,,,,,100.0,74.3,16.040924072265625,225.82831192016602,0.00844573974609375,0.009422779083251953,1.0,0.0,-0.6294634342193604,0.08646181225776672,0.6308537721633911,0.7017544507980347,-0.5760311484336853,0.0015041828155517578,0.0005996227264404297,5.0
6,0,6,1752712456.6847093,3.2259461879730225,3,,,,,,100.0,74.4,16.007278442382812,225.82831192016602,0.00844717025756836,0.009424209594726562,1.0,0.0,-0.5998368263244629,0.1041763424873352,0.9354366660118103,1.0787893533706665,-0.9328145980834961,0.001636505126953125,0.0008018016815185547,6.0
7,0,7,1752712456.6919887,3.2332253456115723,3,,,,,,100.0,74.4,15.978679656982422,225.82830429077148,0.008448600769042969,0.009425640106201172,1.0,0.0,-0.5750951766967773,0.12765854597091675,1.2658882141113281,1.4606523513793945,-1.2898257970809937,0.001497507095336914,0.00023221969604492188,7.0
8,0,8,1752712456.7036679,3.2449047565460205,3,,,,,,100.0,74.5,15.939506530761719,225.82830429077148,0.008450031280517578,0.009427070617675781,1.0,0.0,-0.5543345808982849,0.15758287906646729,1.6193861961364746,1.8493130207061768,-1.6471055746078491,0.0019614696502685547,0.0009682178497314453,8.0
9,0,9,1752712456.7120872,3.253323793411255,3,,,,,,100.0,74.6,15.903217315673828,225.82830429077148,0.008451461791992188,0.00942850112915039,1.0,1.0,-0.8783302307128906,0.19467294216156006,1.9977024793624878,2.246546983718872,-2.0046236515045166,0.0017580986022949219,0.0006315708160400391,9.0
10,0,10,1752712456.728016,3.2692525386810303,3,,,,,,100.0,74.7,15.83477783203125,225.82830429077148,0.008452892303466797,0.009429931640625,1.0,0.0,-0.5300403833389282,0.24222254753112793,1.9370843172073364,1.9545694589614868,-1.6528048515319824,0.005410909652709961,0.0011413097381591797,10.0
