global_step,episode,step,timestamp,elapsed_time,worker_id,environment,device,obs_space_shape,action_space_type,action_space_size,system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,gpu_memory_gb,gpu_memory_max_gb,step_reward,step_action,step_log_prob,step_obs_mean,step_obs_std,step_obs_max,step_obs_min,action_selection_time,env_step_time,cumulative_reward
0,0,0,1752712458.067021,4.029287815093994,2,CartPole-v1,cuda:0,"(4,)",<class 'gym.spaces.discrete.Discrete'>,2.0,84.3,79.5,12.80636978149414,225.8276710510254,0.0005035400390625,0.0005035400390625,,,,,,,,,,
1,0,1,1752712458.4232194,4.385485887527466,2,,,,,,96.1,80.4,12.221885681152344,225.82741165161133,0.008440017700195312,0.009417057037353516,1.0,0.0,-0.6843885183334351,-0.11444272845983505,0.3353327214717865,0.13754531741142273,-0.5876234769821167,0.32981395721435547,0.003866434097290039,1.0
2,0,2,1752712458.4382472,4.4005138874053955,2,,,,,,86.7,80.2,12.35866928100586,225.8274040222168,0.008441448211669922,0.009418487548828125,1.0,1.0,-0.6756973266601562,-0.12014265358448029,0.3751847743988037,0.21481426060199738,-0.5926689505577087,0.003710031509399414,0.0042340755462646484,2.0
3,0,3,1752712458.455071,4.417337417602539,2,,,,,,82.9,80.1,12.466419219970703,225.8274040222168,0.008442878723144531,0.009419918060302734,1.0,1.0,-0.7055120468139648,-0.11905236542224884,0.3081851005554199,0.1116456538438797,-0.5418399572372437,0.0043866634368896484,0.0042989253997802734,3.0
4,0,4,1752712458.4708743,4.433140754699707,2,,,,,,74.2,80.0,12.474685668945312,225.8274040222168,0.00844430923461914,0.009421348571777344,1.0,0.0,-0.6525510549545288,-0.12183848023414612,0.5015000700950623,0.47119617462158203,-0.5532304644584656,0.0038940906524658203,0.005194902420043945,4.0
5,0,5,1752712458.4880738,4.450340270996094,2,,,,,,75.8,80.0,12.52743911743164,225.82740020751953,0.00844573974609375,0.009422779083251953,1.0,0.0,-0.6838815212249756,-0.13295495510101318,0.36481013894081116,0.16954302787780762,-0.6265374422073364,0.005273580551147461,0.004714250564575195,5.0
6,0,6,1752712458.504759,4.467025518417358,2,,,,,,72.7,80.0,12.528404235839844,225.827392578125,0.00844717025756836,0.009424209594726562,1.0,1.0,-0.6750556230545044,-0.14189326763153076,0.38490185141563416,0.17792721092700958,-0.6437402963638306,0.005109310150146484,0.004837751388549805,6.0
7,0,7,1752712458.517828,4.4800941944122314,2,,,,,,73.1,80.0,12.528404235839844,225.82737731933594,0.008448600769042969,0.009425640106201172,1.0,0.0,-0.6814032793045044,-0.14416757225990295,0.35110893845558167,0.14162322878837585,-0.6053271293640137,0.004898786544799805,0.003450632095336914,7.0
8,0,8,1752712458.529181,4.491447448730469,2,,,,,,75.0,79.9,12.574230194091797,225.8273468017578,0.008450031280517578,0.009427070617675781,1.0,1.0,-0.677027702331543,-0.15454968810081482,0.3610704839229584,0.15036357939243317,-0.6294374465942383,0.003810882568359375,0.002785205841064453,8.0
9,0,9,1752712458.5404737,4.502740144729614,2,,,,,,76.2,79.9,12.589653015136719,225.82732009887695,0.008451461791992188,0.00942850112915039,1.0,0.0,-0.6795588135719299,-0.15831083059310913,0.34502801299095154,0.11963356286287308,-0.5977905988693237,0.003676891326904297,0.0029752254486083984,9.0
10,0,10,1752712458.5523798,4.514646053314209,2,,,,,,69.6,79.9,12.589675903320312,225.82730865478516,0.008452892303466797,0.009429931640625,1.0,1.0,-0.6783987879753113,-0.17020836472511292,0.34382033348083496,0.12349298596382141,-0.6285824775695801,0.0038747787475585938,0.003056764602661133,10.0
11,0,11,1752712458.5643182,4.5265843868255615,2,,,,,,68.0,79.9,12.589977264404297,225.82729721069336,0.008454322814941406,0.00943136215209961,1.0,1.0,-0.7082093954086304,-0.1755349040031433,0.3459789752960205,0.1223619356751442,-0.6035670638084412,0.00394749641418457,0.003322124481201172,11.0
12,0,12,1752712458.5767798,4.539046287536621,2,,,,,,70.8,79.9,12.590259552001953,225.82728958129883,0.008455753326416016,0.009432792663574219,1.0,1.0,-0.7377345561981201,-0.18500372767448425,0.5703840851783752,0.48205432295799255,-0.6783894300460815,0.0036242008209228516,0.0033655166625976562,12.0
13,0,13,1752712458.5904415,4.552707672119141,2,,,,,,67.9,79.9,12.590263366699219,225.8272819519043,0.008457183837890625,0.009434223175048828,1.0,1.0,-0.7655839323997498,-0.19909384846687317,0.8607560396194458,0.8418126702308655,-1.0492641925811768,0.004263162612915039,0.0032231807708740234,13.0
14,0,14,1752712458.603761,4.5660271644592285,2,,,,,,68.0,79.9,12.590263366699219,225.82727813720703,0.008458614349365234,0.009435653686523438,1.0,1.0,-0.7914035320281982,-0.21836474537849426,1.177339792251587,1.2017474174499512,-1.423575758934021,0.004212379455566406,0.0033736228942871094,14.0
15,0,15,1752712458.617768,4.580034494400024,2,,,,,,69.0,79.9,12.574066162109375,225.8272705078125,0.008460044860839844,0.009437084197998047,1.0,1.0,-0.8151834607124329,-0.24344736337661743,1.5148359537124634,1.561933994293213,-1.8033660650253296,0.004645109176635742,0.003427267074584961,15.0
16,0,16,1752712458.631336,4.593602418899536,2,,,,,,71.4,79.9,12.56613540649414,225.8272705078125,0.008461475372314453,0.009438514709472656,1.0,0.0,-0.5676906108856201,-0.2750323414802551,1.8746975660324097,1.9223921298980713,-2.190525531768799,0.004431724548339844,0.0033979415893554688,16.0
17,0,17,1752712458.6446683,4.606935024261475,2,,,,,,68.0,79.9,12.566139221191406,225.8272590637207,0.008462905883789062,0.009439945220947266,1.0,0.0,-0.5905835032463074,-0.31919294595718384,1.7740248441696167,1.5671274662017822,-1.892145037651062,0.004063129425048828,0.0030870437622070312,17.0
18,0,18,1752712458.6579437,4.620210409164429,2,,,,,,66.7,79.9,12.566139221191406,225.8272590637207,0.008464336395263672,0.009441375732421875,1.0,0.0,-0.6176775097846985,-0.36540305614471436,1.7183773517608643,1.2130622863769531,-2.0762856006622314,0.003794431686401367,0.0035681724548339844,18.0
