global_step,episode,step,timestamp,elapsed_time,worker_id,environment,device,obs_space_shape,action_space_type,action_space_size,system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,gpu_memory_gb,gpu_memory_max_gb,step_reward,step_action,step_log_prob,step_obs_mean,step_obs_std,step_obs_max,step_obs_min,action_selection_time,env_step_time,cumulative_reward
0,0,0,1752712457.6712766,3.933382987976074,1,CartPole-v1,cuda:0,"(4,)",<class 'gym.spaces.discrete.Discrete'>,2.0,82.4,78.1,13.680767059326172,225.8277931213379,0.0005035400390625,0.0005035400390625,,,,,,,,,,
1,0,1,1752712458.1613755,4.423481702804565,1,,,,,,100.0,79.7,12.716312408447266,225.82760620117188,0.008440017700195312,0.009417057037353516,1.0,0.0,-0.7552474141120911,0.013052249327301979,0.0734761655330658,0.1021067276597023,-0.06828099489212036,0.4676802158355713,0.003192424774169922,1.0
2,0,2,1752712458.1718109,4.433917045593262,1,,,,,,95.0,79.7,12.685798645019531,225.82757949829102,0.008441448211669922,0.009418487548828125,1.0,0.0,-0.7694881558418274,0.0050211697816848755,0.33325108885765076,0.3465712368488312,-0.451226145029068,0.003392934799194336,0.0021352767944335938,2.0
3,0,3,1752712458.1836348,4.4457409381866455,1,,,,,,92.0,79.7,12.662769317626953,225.8275375366211,0.008442878723144531,0.009419918060302734,1.0,1.0,-0.6169904470443726,-0.0017806291580200195,0.6387590765953064,0.7120402455329895,-0.8341440558433533,0.002318859100341797,0.0031325817108154297,3.0
4,0,4,1752712458.1951256,4.457231760025024,1,,,,,,100.0,79.8,12.63970947265625,225.82751083374023,0.00844430923461914,0.009421348571777344,1.0,0.0,-0.7614187598228455,0.0024007409811019897,0.37084802985191345,0.35068976879119873,-0.4515175521373749,0.002711772918701172,0.0025680065155029297,4.0
5,0,5,1752712458.2076485,4.469754695892334,1,,,,,,95.7,79.8,12.613754272460938,225.8275032043457,0.00844573974609375,0.009422779083251953,1.0,1.0,-0.6249884366989136,-0.00282403826713562,0.6719498634338379,0.7222543954849243,-0.834865927696228,0.003287076950073242,0.002310514450073242,5.0
6,0,6,1752712458.218425,4.480531215667725,1,,,,,,95.5,79.8,12.594520568847656,225.82749938964844,0.00844717025756836,0.009424209594726562,1.0,1.0,-0.6368439197540283,0.003215685486793518,0.45434755086898804,0.41981732845306396,-0.45268747210502625,0.0036487579345703125,0.0025396347045898438,6.0
7,0,7,1752712458.2284873,4.490593433380127,1,,,,,,95.2,79.9,12.579143524169922,225.8274917602539,0.008448600769042969,0.009425640106201172,1.0,0.0,-0.7392004132270813,0.009385816752910614,0.35400456190109253,0.4741632044315338,-0.38234296441078186,0.0032105445861816406,0.0020973682403564453,7.0
8,0,8,1752712458.2405326,4.502638816833496,1,,,,,,95.7,79.9,12.556171417236328,225.8274917602539,0.008450031280517578,0.009427070617675781,1.0,0.0,-0.7516618371009827,0.005955711007118225,0.4949924647808075,0.4701651930809021,-0.4547540843486786,0.00500035285949707,0.0020236968994140625,8.0
9,0,9,1752712458.251202,4.51330828666687,1,,,,,,95.7,80.0,12.519500732421875,225.8274917602539,0.008451461791992188,0.00942850112915039,1.0,1.0,-0.6349866390228271,0.004346638917922974,0.7717240452766418,0.775662362575531,-0.8386489152908325,0.003269672393798828,0.0026421546936035156,9.0
10,0,10,1752712458.2632384,4.5253448486328125,1,,,,,,95.7,80.0,12.482158660888672,225.8274803161621,0.008452892303466797,0.009429931640625,1.0,1.0,-0.64659184217453,0.014498353004455566,0.6157162189483643,0.6516521573066711,-0.5658970475196838,0.0025222301483154297,0.002514362335205078,10.0
11,0,11,1752712458.2755487,4.537654876708984,1,,,,,,100.0,80.1,12.45235824584961,225.82747268676758,0.008454322814941406,0.00943136215209961,1.0,1.0,-0.6577507853507996,0.025223836302757263,0.553097665309906,0.7163393497467041,-0.6274230480194092,0.00391840934753418,0.0033714771270751953,11.0
12,0,12,1752712458.2864401,4.548546552658081,1,,,,,,95.5,80.1,12.41390609741211,225.82747268676758,0.008455753326416016,0.009432792663574219,1.0,0.0,-0.719383955001831,0.03618568927049637,0.5990787744522095,0.7242132425308228,-0.633597195148468,0.003632068634033203,0.002253293991088867,12.0
13,0,13,1752712458.2976284,4.559734344482422,1,,,,,,95.5,80.2,12.38387680053711,225.82746124267578,0.008457183837890625,0.009434223175048828,1.0,1.0,-0.6509063839912415,0.037359148263931274,0.5221262574195862,0.6757086515426636,-0.5844491720199585,0.0032036304473876953,0.002938508987426758,13.0
14,0,14,1752712458.3096385,4.571744680404663,1,,,,,,95.7,80.3,12.341819763183594,225.82746124267578,0.008458614349365234,0.009435653686523438,1.0,1.0,-0.6610692739486694,0.04988320171833038,0.562805712223053,0.6918603777885437,-0.5911386013031006,0.004199981689453125,0.0028421878814697266,14.0
15,0,15,1752712458.3218863,4.5839924812316895,1,,,,,,95.8,80.3,12.334785461425781,225.82746124267578,0.008460044860839844,0.009437084197998047,1.0,1.0,-0.6703052520751953,0.062229886651039124,0.6984468698501587,0.6826418042182922,-0.5425954461097717,0.0029892921447753906,0.003162384033203125,15.0
16,0,16,1752712458.333361,4.5954670906066895,1,,,,,,95.8,80.3,12.338939666748047,225.82746124267578,0.008461475372314453,0.009438514709472656,1.0,0.0,-0.7071446180343628,0.07389788329601288,0.8927420973777771,1.0638222694396973,-0.8840453624725342,0.0023109912872314453,0.003378629684448242,16.0
17,0,17,1752712458.3452396,4.607345819473267,1,,,,,,95.8,80.3,12.316436767578125,225.82744598388672,0.008462905883789062,0.009439945220947266,1.0,1.0,-0.6548705101013184,0.07487042248249054,0.5566369295120239,0.6797633767127991,-0.5015745162963867,0.003840923309326172,0.0028748512268066406,17.0
18,0,18,1752712458.3588555,4.620961904525757,1,,,,,,88.5,80.3,12.297218322753906,225.8274383544922,0.008464336395263672,0.009441375732421875,1.0,0.0,-0.7196012139320374,0.08583693206310272,0.8067029118537903,1.0616708993911743,-0.8529653549194336,0.0035941600799560547,0.003149747848510742,18.0
19,0,19,1752712458.3718529,4.633959054946899,1,,,,,,92.3,80.4,12.266475677490234,225.82743072509766,0.008465766906738281,0.009442806243896484,1.0,0.0,-0.7440342307090759,0.08595328032970428,0.4783893823623657,0.6781996488571167,-0.47936609387397766,0.0045452117919921875,0.002925395965576172,19.0
20,0,20,1752712458.3848748,4.6469810009002686,1,,,,,,92.3,80.4,12.235721588134766,225.8274269104004,0.00846719741821289,0.009444236755371094,1.0,1.0,-0.6255050301551819,0.08640266954898834,0.16609598696231842,0.2950982451438904,-0.11128491908311844,0.003962039947509766,0.0031807422637939453,20.0
21,0,21,1752712458.397204,4.6593101024627686,1,,,,,,92.0,80.5,12.212894439697266,225.8274269104004,0.0084686279296875,0.009445667266845703,1.0,0.0,-0.747147262096405,0.09672871232032776,0.47206196188926697,0.6779069900512695,-0.47522303462028503,0.003290414810180664,0.003531217575073242,21.0
