global_step,episode,step,timestamp,elapsed_time,worker_id,environment,device,obs_space_shape,action_space_type,action_space_size,system_cpu_percent,system_memory_percent,system_memory_available_gb,system_disk_free_gb,gpu_memory_gb,gpu_memory_max_gb,step_reward,step_action,step_log_prob,step_obs_mean,step_obs_std,step_obs_max,step_obs_min,action_selection_time,env_step_time,cumulative_reward,checkpoint_saved,checkpoint_episode,avg_reward,reward_change,model_file
0,0,0,1752787411.222645,1.243509292602539,0.0,CartPole-v1,cuda:0,"(4,)",<class 'gym.spaces.discrete.Discrete'>,2.0,16.1,59.4,25.382946014404297,208.28640747070312,0.0005035400390625,0.0005035400390625,,,,,,,,,,,,,,,
1,0,1,1752787411.4637752,1.4846391677856445,0.0,,,,,,5.6,59.9,25.083438873291016,208.28640747070312,0.008440017700195312,0.009417057037353516,1.0,0.0,-0.796126127243042,-0.025593116879463196,0.0908472016453743,0.054488975554704666,-0.14038100838661194,0.23082351684570312,0.0002200603485107422,1.0,,,,,
2,0,2,1752787411.4660735,1.4869375228881836,0.0,,,,,,20.0,59.9,25.083438873291016,208.28640747070312,0.008441448211669922,0.009418487548828125,1.0,1.0,-0.6042345762252808,-0.028432637453079224,0.3364114761352539,0.39424359798431396,-0.40496107935905457,0.0011606216430664062,0.00013685226440429688,2.0,,,,,
3,0,3,1752787411.46787,1.4887337684631348,0.0,,,,,,0.0,59.9,25.083438873291016,208.28640747070312,0.008442878723144531,0.009419918060302734,1.0,1.0,-0.6100319027900696,-0.026945441961288452,0.0591023713350296,0.03699330985546112,-0.09478535503149033,0.0009045600891113281,0.00010538101196289062,3.0,,,,,
4,0,4,1752787411.4695177,1.4903814792633057,0.0,,,,,,0.0,59.9,25.083438873291016,208.28640747070312,0.00844430923461914,0.009421348571777344,1.0,1.0,-0.6038177013397217,-0.02954227477312088,0.2555088400840759,0.29516178369522095,-0.3183842599391937,0.0008440017700195312,9.465217590332031e-05,4.0,,,,,
5,0,5,1752787411.4723043,1.4931683540344238,0.0,,,,,,14.3,59.9,25.083438873291016,208.28640747070312,0.00844573974609375,0.009422779083251953,1.0,0.0,-0.8115934133529663,-0.03666141629219055,0.5472210049629211,0.645179808139801,-0.6740865111351013,0.0007622241973876953,9.274482727050781e-05,5.0,,,,,
6,0,6,1752787411.4737935,1.4946575164794922,0.0,,,,,,0.0,59.9,25.083438873291016,208.28640747070312,0.00844717025756836,0.009424209594726562,1.0,1.0,-0.5613475441932678,-0.049403116106987,0.31801313161849976,0.2963186800479889,-0.33556410670280457,0.0007560253143310547,9.131431579589844e-05,6.0,,,,,
7,0,7,1752787411.4752715,1.4961352348327637,0.0,,,,,,0.0,59.9,25.083438873291016,208.28640365600586,0.008448600769042969,0.009425640106201172,1.0,0.0,-0.8636229038238525,-0.058889150619506836,0.5971613526344299,0.6468076705932617,-0.6984274387359619,0.0007283687591552734,9.393692016601562e-05,7.0,,,,,
8,0,8,1752787411.4771423,1.4980063438415527,0.0,,,,,,0.0,59.9,25.083438873291016,208.28640365600586,0.008450031280517578,0.009427070617675781,1.0,0.0,-0.8991190195083618,-0.07442547380924225,0.4243982136249542,0.2984789311885834,-0.5092911124229431,0.001092672348022461,9.417533874511719e-05,8.0,,,,,
9,0,9,1752787411.478663,1.4995267391204834,0.0,,,,,,0.0,59.9,25.083438873291016,208.28640365600586,0.008451461791992188,0.00942850112915039,1.0,0.0,-0.913516640663147,-0.0877290889620781,0.376621276140213,0.3277963697910309,-0.5870599746704102,0.0007605552673339844,9.250640869140625e-05,9.0,,,,,
10,0,10,1752787411.4801717,1.501035451889038,0.0,,,,,,25.0,59.9,25.083438873291016,208.28640365600586,0.008452892303466797,0.009429931640625,1.0,0.0,-0.9080742597579956,-0.09850730001926422,0.4759223759174347,0.33247140049934387,-0.6095413565635681,0.0007433891296386719,9.989738464355469e-05,10.0,,,,,
11,0,11,1752787411.4816658,1.5025298595428467,0.0,,,,,,0.0,59.9,25.083438873291016,208.28640365600586,0.008454322814941406,0.00943136215209961,1.0,0.0,-0.8865382671356201,-0.10637772083282471,0.6561647057533264,0.6016992926597595,-0.7447936534881592,0.0007371902465820312,9.202957153320312e-05,11.0,,,,,
12,0,12,1752787411.483276,1.5041396617889404,0.0,,,,,,0.0,59.9,25.083438873291016,208.28640365600586,0.008455753326416016,0.009432792663574219,1.0,1.0,-0.5563238263130188,-0.11087185144424438,0.8728938102722168,0.9245014786720276,-1.0925416946411133,0.0007309913635253906,9.179115295410156e-05,12.0,,,,,
13,0,13,1752787411.484756,1.505620002746582,0.0,,,,,,0.0,59.9,25.083438873291016,208.2863998413086,0.008457183837890625,0.009434223175048828,1.0,0.0,-0.8243923187255859,-0.11063296347856522,0.5595757365226746,0.5550883412361145,-0.7416657209396362,0.0007536411285400391,9.083747863769531e-05,13.0,,,,,
14,0,14,1752787411.4862351,1.507098913192749,0.0,,,,,,0.0,59.9,25.083438873291016,208.2863998413086,0.008458614349365234,0.009435653686523438,1.0,1.0,-0.602523684501648,-0.11492893099784851,0.8154259324073792,0.8868503570556641,-1.0900441408157349,0.0007352828979492188,0.00010204315185546875,14.0,,,,,
15,0,15,1752787411.48768,1.5085437297821045,0.0,,,,,,0.0,59.9,25.083438873291016,208.2863998413086,0.008460044860839844,0.009437084197998047,1.0,0.0,-0.7611491680145264,-0.11439469456672668,0.516543447971344,0.5251948833465576,-0.7396526336669922,0.0007231235504150391,9.012222290039062e-05,15.0,,,,,
16,0,16,1752787411.4891708,1.5100347995758057,0.0,,,,,,25.0,59.9,25.083438873291016,208.2863998413086,0.008461475372314453,0.009438514709472656,1.0,1.0,-0.6540369987487793,-0.11798512935638428,0.7993638515472412,0.8651845455169678,-1.0886036157608032,0.0007429122924804688,9.870529174804688e-05,16.0,,,,,
17,0,17,1752787411.4906237,1.5114874839782715,0.0,,,,,,0.0,59.9,25.083438873291016,208.2863998413086,0.008462905883789062,0.009439945220947266,1.0,1.0,-0.6874184012413025,-0.11656336486339569,0.5334134101867676,0.5110708475112915,-0.7386990189552307,0.0007283687591552734,9.131431579589844e-05,17.0,,,,,
18,0,18,1752787411.4921193,1.5129833221435547,0.0,,,,,,0.0,59.9,25.083438873291016,208.2863998413086,0.008464336395263672,0.009441375732421875,1.0,1.0,-0.7091250419616699,-0.11840725690126419,0.3126249611377716,0.16179224848747253,-0.3891123831272125,0.0007321834564208984,9.012222290039062e-05,18.0,,,,,
19,0,19,1752787411.4936352,1.5144989490509033,0.0,,,,,,0.0,59.9,25.083438873291016,208.2863998413086,0.008465766906738281,0.009442806243896484,1.0,0.0,-0.6730377674102783,-0.1238308697938919,0.24466237425804138,0.15487615764141083,-0.42566555738449097,0.0007545948028564453,9.179115295410156e-05,19.0,,,,,
20,0,20,1752787411.4953067,1.5161707401275635,0.0,,,,,,0.0,59.9,25.083438873291016,208.28639602661133,0.00846719741821289,0.009444236755371094,1.0,1.0,-0.7106456756591797,-0.13376083970069885,0.313875287771225,0.16599269211292267,-0.4198044240474701,0.000751495361328125,8.940696716308594e-05,20.0,,,,,
21,0,21,1752787411.4967513,1.5176153182983398,0.0,,,,,,0.0,59.9,25.083438873291016,208.28639602661133,0.0084686279296875,0.009445667266845703,1.0,0.0,-0.6716969013214111,-0.13931463658809662,0.24500727653503418,0.12104954570531845,-0.45648863911628723,0.0007233619689941406,8.940696716308594e-05,21.0,,,,,
22,0,22,1752787411.4982357,1.5190997123718262,0.0,,,,,,25.0,59.9,25.083438873291016,208.28639602661133,0.00847005844116211,0.009447097778320312,1.0,0.0,-0.6743789911270142,-0.14941826462745667,0.31581220030784607,0.1676553189754486,-0.450651615858078,0.0007319450378417969,0.00010228157043457031,22.0,,,,,
